Time PAO1_Count PAO1_Conc Acetate_Count Acetate_Conc PAO1_Died bacteria_couldn't_eat
319 80 0.43 66453 2.07 0 0
320 80 0.44 66367 2.07 0 0
321 80 0.44 66279 2.06 0 0
322 80 0.44 66196 2.06 0 0
323 80 0.45 66107 2.06 0 0
324 80 0.45 66017 2.05 0 0
325 80 0.46 65927 2.05 0 0
326 80 0.46 65835 2.05 0 0
327 80 0.46 65742 2.05 0 0
328 80 0.47 65643 2.04 0 0
329 80 0.47 65549 2.04 0 0
330 80 0.47 65450 2.04 0 0
331 80 0.48 65352 2.03 0 0
332 80 0.48 65250 2.03 0 0
333 80 0.49 65139 2.03 0 0
334 80 0.49 65038 2.02 0 0
335 80 0.5 64927 2.02 0 0
336 80 0.5 64810 2.02 0 0
337 80 0.5 64697 2.01 0 0
338 80 0.51 64574 2.01 0 0
339 80 0.51 64446 2.01 0 0
340 80 0.52 64320 2.0 0 0
341 80 0.52 64194 2.0 0 0
342 80 0.53 64063 1.99 0 0
343 80 0.53 63939 1.99 0 0
344 80 0.54 63795 1.99 0 0
345 80 0.54 63649 1.98 0 0
346 80 0.55 63510 1.98 0 0
347 80 0.55 63359 1.97 0 0
348 80 0.56 63210 1.97 0 0
349 80 0.56 63053 1.96 0 0
350 80 0.57 62903 1.96 0 0
351 80 0.58 62755 1.95 0 0
352 80 0.58 62601 1.95 0 0
353 80 0.59 62446 1.94 0 0
354 80 0.59 62288 1.94 0 0
355 80 0.6 62132 1.93 0 0
356 80 0.6 61976 1.93 0 0
357 80 0.61 61817 1.92 0 0
358 80 0.62 61657 1.92 0 0
359 80 0.62 61497 1.91 0 0
360 80 0.63 61335 1.91 0 0
361 80 0.63 61174 1.9 0 0
362 80 0.64 61010 1.9 0 0
363 80 0.65 60848 1.89 0 0
364 80 0.65 60684 1.89 0 0
365 80 0.66 60519 1.88 0 0
366 80 0.67 60353 1.88 0 0
367 80 0.67 60184 1.87 0 0
368 80 0.68 60013 1.87 0 0
369 80 0.68 59844 1.86 0 0
370 80 0.69 59670 1.86 0 0
371 80 0.7 59501 1.85 0 0
372 80 0.7 59317 1.85 0 0
373 80 0.71 59138 1.84 0 0
374 80 0.72 58957 1.83 0 0
375 80 0.73 58773 1.83 0 0
376 80 0.73 58583 1.82 0 0
377 80 0.74 58396 1.82 0 0
378 81 0.75 58206 1.81 0 0
379 84 0.75 58009 1.81 0 0
380 91 0.76 57809 1.8 0 0
381 104 0.77 57620 1.79 0 0
382 125 0.78 57426 1.79 0 0
383 135 0.78 57241 1.78 0 0
384 149 0.79 57067 1.78 0 0
385 159 0.8 56895 1.77 0 0
386 160 0.8 56733 1.77 0 0
387 160 0.81 56570 1.76 0 0
388 160 0.82 56405 1.76 0 0
389 160 0.82 56237 1.75 0 0
390 160 0.83 56071 1.74 0 0
391 160 0.84 55908 1.74 0 0
392 160 0.84 55735 1.73 0 0
393 160 0.85 55567 1.73 0 0
394 160 0.86 55391 1.72 0 0
395 160 0.87 55219 1.72 0 0
396 160 0.87 55043 1.71 0 0
397 160 0.88 54864 1.71 0 0
398 160 0.89 54687 1.7 0 0
399 160 0.9 54503 1.7 0 0
400 160 0.9 54321 1.69 0 0
401 160 0.91 54134 1.69 0 0
402 160 0.92 53953 1.68 0 0
403 160 0.93 53765 1.67 0 0
404 160 0.93 53570 1.67 0 0
405 160 0.94 53376 1.66 0 0
